Month,CBSACode,CBSATitle,Country,PropertyType,NoOfBdrs,MedianListingPrice ,MedianListingPrice M/M,MedianListingPrice Y/Y,MedianListingSqft ,MedianListingSqft M/M,MedianListingSqft Y/Y,MedianListingPricePerSqft,MedianListingPricePerSqft M/M,MedianListingPricePerSqft Y/Y,ActiveListingCount,ActiveListingCount M/M,ActiveListingCount Y/Y,DOMUnder30,DOMUnder30 M/M,DOMUnder30 Y/Y,Median DOM,Median DOM M/M,Median DOM M/M Perc,Median DOM Y/Y,Median DOM Y/Y Perc,NewListingCount,NewListingCount M/M,NewListingCount Y/Y,PriceIncreasedCount,PriceIncreasedCount M/M,PriceIncreasedCount Y/Y,PriceReducedCount,PriceReducedCount M/M,PriceReducedCount Y/Y,PendingListingCount,PendingListingCount M/M,PendingListingCount Y/Y,TotalListingCount,TotalListingCount M/M,TotalListingCount Y/Y,PendingRatio,PendingRatio M/M,PendingRatio Y/Y,Views M/M,Views Y/Y,ViewsPerProperty M/M,ViewsPerProperty Y/Y,QualityFlagPending,QualityFlagSqft
201808,37060,"Oxford, MS",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,151300.000000,-0.0304,-0.2126,1180.00000,0.0000,-0.0375,131.60133151146825,-0.0767,-0.2415,46.0,0.1220,0.0000,0.2282,0.0396,0.3130,79.00,12.00,0.1791,-39.25,-0.3319,10.0,0.2500,0.0000,0.0,,,16.0,3.0000,1.6667,11.0,-0.4211,,57.0,-0.0500,0.2391,0.2391,-0.2243,0.2391,0.5425,-0.1171,0.2619,-0.1311,1,0
201808,35260,"New Castle, PA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,248450.000000,-0.0100,0.0102,,,,,,,39.5,0.0128,-0.0814,0.1012,2.9531,1.8997,236.50,31.50,0.1537,165.00,2.3077,0.0,-1.0000,,0.0,,,0.0,,-1.0000,2.0,-0.3333,1.0000,41.5,-0.0119,-0.0568,0.0506,-0.0263,0.0274,0.0758,0.0848,0.1000,0.2222,0,1
201808,46660,"Valdosta, GA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,73550.000000,0.0000,0.2077,1080.00000,0.0000,0.0056,69.44444444444400,0.0000,0.2268,3.0,0.0000,2.0000,0.0000,,,216.50,31.50,0.1703,21.00,0.1074,0.0,,,0.0,,,0.0,,,0.0,,,3.0,0.0000,2.0000,0.0000,0.0000,0.0000,-0.2458,3.6842,-0.2368,0.5263,0,0
201808,31700,"Manchester-Nashua, NH",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,212225.000000,0.0108,0.0611,1407.00000,-0.0035,0.0072,160.07730535615600,0.0180,0.0527,211.5,-0.0298,-0.2500,0.3994,-0.0636,0.0936,42.25,3.25,0.0833,-1.25,-0.0287,94.0,-0.0600,-0.0408,0.0,,-1.0000,40.0,0.4286,-0.1667,0.0,,,211.5,-0.0298,-0.2500,0.0000,0.0000,0.0000,0.0272,0.0274,0.0652,0.3611,0,0
201808,34860,"Nacogdoches, TX",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,127550.000000,1.0262,0.8208,1734.00000,0.9267,0.6452,74.69496949694900,0.0260,0.1246,3.0,2.0000,-0.6667,0.6667,,0.1999,15.25,-97.75,-0.8650,-8.25,-0.3511,2.0,,-0.5000,0.0,,,0.0,,,0.0,,,3.0,2.0000,-0.6667,0.0000,0.0000,0.0000,2.2381,-0.3211,0.3969,0.9357,0,0
201808,25180,"Hagerstown-Martinsburg, MD-WV",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,134112.500000,0.0320,-0.0236,1153.50000,-0.0491,-0.1366,109.08841706539050,0.0156,0.0307,30.0,0.0714,-0.4059,0.2667,0.8663,-0.1310,110.00,9.50,0.0945,35.25,0.4716,8.0,1.0000,-0.6364,0.0,,,0.0,,-1.0000,0.0,,,30.0,0.0714,-0.4059,0.0000,0.0000,0.0000,0.3794,-0.2441,0.3243,0.3067,0,0
201808,15980,"Cape Coral-Fort Myers, FL",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,199950.000000,0.0033,0.0147,1238.25000,-0.0030,-0.0014,154.75713186540400,0.0055,0.0236,1449.5,-0.0808,-0.0143,0.1686,-0.0571,-0.1328,105.50,9.50,0.0990,-3.00,-0.0276,252.0,-0.1711,-0.1975,14.0,0.7500,-0.3000,200.0,-0.2647,0.0204,410.0,0.0049,0.1342,1859.5,-0.0632,0.0150,0.2829,0.0241,0.0370,-0.1105,-0.0683,-0.0139,-0.0658,0,0
201808,34380,"Mount Pleasant, MI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,127300.000000,-0.0059,-0.0514,1325.00000,0.0251,0.2002,103.00324675324625,-0.0559,-0.1116,8.0,0.3333,-0.1111,0.3750,0.1251,2.3753,41.00,-6.00,-0.1277,-150.75,-0.7862,2.0,-0.5000,,0.0,,,2.0,,,0.0,,,8.0,0.3333,-0.1111,0.0000,0.0000,0.0000,-0.2909,0.2787,-0.3472,0.8077,0,0
201808,28500,"Kerrville, TX",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,233550.000000,0.4150,0.0686,1451.00000,-0.0928,-0.0460,169.67686614315300,0.4923,0.2243,6.0,0.5000,-0.4286,0.5833,,2.0635,22.00,-124.00,-0.8493,-39.50,-0.6423,2.0,,0.0000,0.0,,,0.0,,,0.0,,-1.0000,6.0,0.5000,-0.4783,0.0000,0.0000,-0.0952,0.4901,-0.5293,-0.0100,-0.3028,0,0
201808,42660,"Seattle-Tacoma-Bellevue, WA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,375050.000000,-0.0434,0.1628,1096.00000,-0.0072,0.0111,344.84265734265700,-0.0238,0.1679,620.5,0.2002,0.6907,0.5745,-0.0833,-0.0912,26.50,2.50,0.1042,4.75,0.2184,502.0,0.2677,0.2304,8.0,-0.6000,-0.5000,254.0,0.3804,1.5400,375.0,-0.1573,12.8889,995.5,0.0348,1.5266,0.6044,-0.2564,0.5308,0.1323,-0.0285,-0.1277,-0.4184,1,0
201808,15580,"Butte-Silver Bow, MT",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,225050.000000,-0.0217,,1437.00000,0.0000,,156.57620041753600,-0.0218,,0.0,-1.0000,,,,,24.00,21.00,7.0000,,,0.0,-1.0000,,0.0,,,0.0,,,0.0,-1.0000,,0.0,-1.0000,,,,,-0.7600,,,,0,0
201808,48020,"Watertown-Fort Atkinson, WI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,265050.000000,0.0000,0.0600,1548.00000,0.0000,0.0000,171.18863049095600,0.0000,0.0600,38.5,0.1324,-0.2062,0.1558,-0.1173,0.3751,1093.50,31.50,0.0297,575.50,1.1110,2.0,,0.0000,0.0,,,2.0,,,0.0,,,38.5,0.1324,-0.2062,0.0000,0.0000,0.0000,0.0294,0.0219,-0.0769,0.4118,0,0
201808,40420,"Rockford, IL",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,105625.000000,0.0220,-0.0465,1376.00000,0.0073,0.0000,69.80357781559200,0.0033,0.0131,76.0,0.0133,-0.0732,0.3026,-0.3325,0.0338,44.50,7.50,0.2027,-12.50,-0.2193,28.0,-0.2222,0.0000,0.0,,,26.0,0.6250,0.4444,56.0,-0.0508,3.4800,132.0,-0.0149,0.3968,0.7368,-0.0498,0.5844,-0.0114,-0.0082,-0.0476,0.1189,1,0
201808,38180,"Pierre, SD",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,129950.000000,-0.0881,,1119.00000,-0.0167,,159.32499066951975,0.2676,,2.5,0.2500,,0.3999,,,116.25,-24.25,-0.1726,,,0.0,,,0.0,,,0.0,,,0.0,,,2.5,0.2500,,0.0000,0.0000,,0.8900,,0.5400,,0,0
201808,48700,"Williamsport, PA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,212050.000000,0.4048,0.1683,1200.00000,-0.1450,-0.0683,154.95084269662900,0.2914,0.2139,3.0,0.0000,-0.2500,0.3333,,,68.50,-35.50,-0.3413,-99.50,-0.5923,0.0,,,0.0,,,0.0,,,0.0,,,3.0,0.0000,-0.2500,0.0000,0.0000,0.0000,1.4145,2.3670,1.3462,2.2973,0,0
201808,47980,"Watertown, SD",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,230890.000000,-0.0107,-0.1752,1446.50000,0.0000,-0.0965,157.62199225329300,-0.0122,-0.0078,4.0,0.0000,-0.2000,0.0000,-1.0000,-1.0000,209.00,23.50,0.1267,187.50,8.7209,0.0,,,0.0,,,0.0,,,0.0,,,4.0,0.0000,-0.2000,0.0000,0.0000,0.0000,-0.4148,-0.2680,-0.4176,0.4722,0,0
201808,17820,"Colorado Springs, CO",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,201050.000000,0.0050,0.0180,1238.50000,-0.0131,-0.0535,165.05060991088875,0.0139,0.0988,101.5,0.1534,0.3182,0.5221,-0.1646,-0.0194,22.50,-0.50,-0.0217,-10.50,-0.3182,98.0,0.1667,0.3243,2.0,-0.5000,,28.0,0.4000,0.7500,61.0,-0.0469,-0.1159,162.5,0.0691,0.1130,0.6010,-0.1263,-0.2951,0.1490,0.3651,0.0136,0.0719,1,0
201808,46520,"Urban Honolulu, HI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,555800.000000,0.0105,-0.0335,1051.25000,-0.0045,-0.0531,535.65136860993950,0.0135,-0.0212,685.0,0.0000,0.1022,0.3211,-0.0559,0.1306,57.50,2.00,0.0360,-3.00,-0.0496,278.0,0.0530,0.1681,4.0,-0.5000,-0.5000,166.0,0.2576,0.4310,0.0,,,685.0,0.0000,0.1022,0.0000,0.0000,0.0000,-0.0189,0.2119,-0.0294,0.0820,0,0
201808,45780,"Toledo, OH",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,129950.000000,0.0000,0.0421,1339.50000,-0.0201,0.0873,93.10677359490950,-0.0112,-0.0548,109.0,0.0686,-0.1029,0.3853,-0.1069,0.3378,42.25,3.25,0.0833,-11.75,-0.2176,30.0,-0.3182,0.0714,0.0,,,12.0,-0.2500,-0.3333,0.0,,,109.0,0.0686,-0.1029,0.0000,0.0000,0.0000,0.0476,0.1622,-0.0185,0.2619,0,0
201808,22260,"Fergus Falls, MN",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,124950.000000,0.0000,-0.4677,640.00000,0.0000,-0.5496,195.15625000000000,0.0000,0.0113,1.0,0.0000,-0.5000,0.0000,,,70.50,31.50,0.8077,-142.00,-0.6682,0.0,,,0.0,,,0.0,,,0.0,,-1.0000,1.0,0.0000,-0.6667,0.0000,0.0000,-0.5000,0.1250,0.3235,0.1250,1.8125,1,0
201808,36860,"Ottawa-Peru, IL",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,108050.000000,0.0286,-0.0285,1360.75000,0.0877,0.0024,94.94602496453550,0.0100,0.0540,30.0,0.0714,0.9355,0.1833,0.7114,-0.0528,91.00,10.00,0.1235,14.50,0.1895,4.0,0.0000,,0.0,,,4.0,0.0000,,1.5,-0.2500,2.0000,31.5,0.0500,0.9688,0.0500,-0.0214,0.0177,0.1519,0.7411,0.0179,-0.0500,0,0
201808,11540,"Appleton, WI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,133275.000000,0.0097,-0.2065,1271.00000,0.0103,-0.1112,109.27393109639700,0.0064,-0.0473,43.0,-0.1224,0.0886,0.2093,-0.2675,-0.4095,59.50,14.50,0.3222,20.50,0.5256,10.0,-0.1667,-0.2857,0.0,,,0.0,-1.0000,-1.0000,3.0,,,46.0,-0.0612,0.1646,0.0698,0.0698,0.0698,0.0937,0.2756,0.1610,0.1230,0,0
201808,40580,"Rocky Mount, NC",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,126175.000000,0.0098,0.4689,1201.00000,0.0008,0.0507,103.34900164894625,0.0140,0.3327,11.5,0.1500,0.7692,0.3478,0.7398,0.1306,113.75,2.75,0.0248,62.25,1.2087,4.0,,0.0000,0.0,,,0.0,,-1.0000,2.0,0.0000,1.0000,13.5,0.1250,0.8000,0.1739,-0.0261,0.0201,0.4049,0.2095,0.0800,-0.5345,0,0
201808,25580,"Hastings, NE",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,229550.000000,0.0000,-0.2065,1366.00000,0.0000,-0.1118,168.00878477306000,0.0000,-0.1067,1.0,-0.5000,-0.5000,0.0000,,-1.0000,130.50,19.50,0.1757,47.75,0.5770,0.0,,-1.0000,0.0,,,0.0,,,0.5,-0.7500,,1.5,-0.6250,-0.2500,0.5000,-0.5000,0.5000,-0.1771,-0.5123,0.5192,-0.2547,1,0
201808,16820,"Charlottesville, VA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,200900.000000,0.1483,0.0614,1141.25000,0.0163,0.0375,176.17728708231450,0.1098,0.0396,74.5,0.1825,0.1550,0.3892,2.0645,1.9552,85.75,-27.75,-0.2445,-56.75,-0.3982,20.0,0.6667,1.5000,0.0,,,6.0,0.5000,0.5000,17.0,-0.3704,-0.2609,91.5,0.0167,0.0457,0.2282,-0.2004,-0.1284,0.6044,0.6990,0.4800,0.6444,0,0
201808,45140,"Tahlequah, OK",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,47050.000000,0.0444,0.1123,938.00000,0.0000,0.0782,50.10660980810200,0.0444,0.0317,2.0,,,1.0000,,,6.50,-165.50,-0.9622,-107.00,-0.9427,4.0,,,0.0,,,0.0,,,0.0,,,2.0,,,0.0000,,,3.3636,,,,0,0
201808,25060,"Gulfport-Biloxi-Pascagoula, MS",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,217050.000000,0.1128,0.0904,1289.00000,0.0078,-0.0069,152.73841027148800,0.0426,0.0991,85.0,-0.0761,-0.2093,0.1470,-0.3562,-0.3128,99.50,11.00,0.1243,15.75,0.1881,14.0,-0.1250,0.1667,0.0,,,8.0,-0.5000,-0.4286,17.0,0.5455,0.1724,102.0,-0.0097,-0.1639,0.2000,0.0804,0.0651,-0.1272,-0.0662,-0.0809,0.1574,0,0
201808,13660,"Big Rapids, MI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,304950.000000,0.0000,1.2937,3536.00000,0.0000,2.0068,86.58088235294050,-0.0041,0.0208,3.0,-0.2500,-0.7600,0.0000,,-1.0000,393.50,67.50,0.2071,267.00,2.1107,0.0,,,0.0,,,0.0,,,0.0,,,3.0,-0.2500,-0.7600,0.0000,0.0000,0.0000,0.1000,-0.6419,0.3750,0.2222,0,0
201808,18100,"Columbus, NE",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,214950.000000,0.0238,,1217.00000,-0.0931,,176.58175842235000,0.1289,,1.0,,,1.0000,,,22.50,20.50,10.2500,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,,0.0000,,,-0.6875,,,,0,0
201808,34620,"Muncie, IN",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,94500.000000,-0.0694,-0.3470,1404.00000,-0.1818,-0.0838,60.36101398601375,-0.0758,-0.1860,10.0,0.0000,1.0000,0.1999,0.9990,-0.0005,74.50,34.50,0.8625,33.50,0.8171,4.0,,1.0000,0.0,,,2.0,,,0.0,,-1.0000,10.0,0.0000,0.6667,0.0000,0.0000,-0.2000,0.0699,0.7942,0.0000,-0.1600,1,0
201808,30020,"Lawton, OK",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,88550.000000,0.6115,0.7261,1300.00000,0.4444,0.4444,60.00000000000000,0.0000,0.0536,3.0,0.5000,-0.6250,0.0000,-1.0000,-1.0000,152.50,79.50,1.0890,26.50,0.2103,0.0,,,0.0,,,0.0,,,0.0,,,3.0,0.5000,-0.6250,0.0000,0.0000,0.0000,-0.3250,-0.5235,-0.4231,0.5000,0,0
201808,10940,"Alma, MI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,74950.000000,0.0000,-0.3651,938.00000,0.0000,-0.1488,79.85074626865600,0.0000,-0.2543,1.0,0.0000,,1.0000,0.0000,,24.50,16.00,1.8824,-49.50,-0.6689,0.0,-1.0000,,0.0,,,0.0,,,0.0,,,1.0,0.0000,,0.0000,0.0000,,-0.3466,5.3077,-0.4622,,0,0
201808,45340,"Taos, NM",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,299300.000000,-0.0172,0.1793,1094.00000,0.0519,0.0248,269.40476190476150,-0.0321,0.1019,49.5,0.1000,-0.0100,0.2424,0.5588,1.6963,98.50,-58.50,-0.3726,-31.00,-0.2394,8.0,0.0000,0.3333,0.0,,,0.0,,-1.0000,3.0,2.0000,-0.5385,52.5,0.1413,-0.0708,0.0606,0.0384,-0.0694,0.2457,0.1717,0.0938,0.1667,0,0
201808,27780,"Johnstown, PA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,52049.000000,0.0000,-0.1530,890.00000,0.0000,-0.1309,63.64575312066500,0.0000,-0.0449,7.0,0.0000,-0.3000,0.0000,,-1.0000,567.50,45.50,0.0872,364.00,1.7887,0.0,,,0.0,,,0.0,,,0.0,-1.0000,,7.0,-0.1250,-0.3000,0.0000,-0.1429,0.0000,-0.0646,0.6871,-0.0714,1.4375,0,1
201808,23660,"Galesburg, IL",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,219950.000000,0.0000,0.6926,1488.00000,0.0000,-0.1788,147.78225806451600,0.0000,0.5415,3.0,0.0000,0.0000,0.0000,,,287.50,17.50,0.0648,147.00,1.0463,0.0,,,0.0,,,0.0,,-1.0000,0.0,,,3.0,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1161,-0.5123,-0.0278,-0.4776,0,0
201808,36220,"Odessa, TX",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,149050.000000,-0.2032,0.5681,1278.00000,-0.2676,0.0808,116.58841940532000,0.0333,0.4517,1.0,-0.5000,-0.9130,0.4999,,1.8746,43.00,6.00,0.1622,-35.25,-0.4505,0.0,,-1.0000,0.0,,,0.0,,-1.0000,0.0,,,1.0,-0.5000,-0.9130,0.0000,0.0000,0.0000,-0.0195,-0.6549,0.5833,3.1644,0,0
201808,40460,"Rockingham, NC",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,140050.000000,0.0000,0.3998,1400.00000,0.0000,,100.00000000000000,0.0000,,2.0,0.0000,0.0000,0.0000,-1.0000,-1.0000,56.50,31.50,1.2600,-111.50,-0.6637,0.0,,,0.0,,,0.0,,,0.0,,,2.0,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4068,-0.5597,-0.4068,-0.1139,0,0
201808,11500,"Anniston-Oxford-Jacksonville, AL",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,64950.000000,-0.4802,-0.4804,1294.25000,-0.0539,,50.04402072968125,-0.3735,,5.0,0.0000,-0.3333,0.2000,0.0000,0.5003,84.50,-3.50,-0.0398,-18.50,-0.1796,0.0,,,0.0,,,0.0,,,0.0,,,5.0,0.0000,-0.3333,0.0000,0.0000,0.0000,0.2374,0.2500,0.2632,0.8462,0,0
201808,34660,"Murray, KY",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,149950.000000,0.0000,-0.0625,900.00000,0.0000,0.0000,166.55555555555500,0.0000,-0.0626,1.0,0.0000,-0.5000,0.0000,,,169.50,31.50,0.2283,-203.00,-0.5450,0.0,,,0.0,,,0.0,,,0.0,,,1.0,0.0000,-0.5000,0.0000,0.0000,0.0000,-0.2568,0.0377,-0.2568,1.1154,0,0
201808,37740,"Payson, AZ",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,246050.000000,0.0000,0.3139,1250.00000,0.0000,-0.0483,196.80000000000000,0.0000,0.6030,13.0,0.0833,1.6000,0.1538,0.8463,,90.00,6.00,0.0714,-65.00,-0.4194,0.0,,,0.0,,,0.0,,,0.5,-0.8750,-0.8333,13.5,-0.1563,0.6875,0.0385,-0.2949,-0.5615,0.1508,1.4533,0.0208,-0.1833,1,0
201808,24640,"Greenfield Town, MA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,199675.000000,-0.0019,0.4391,1214.00000,0.1529,0.1867,167.21865554488125,-0.0621,-0.1332,11.5,0.1500,-0.3429,0.4347,0.4490,0.6907,40.25,-27.75,-0.4081,-90.25,-0.6916,4.0,0.0000,-0.5000,0.0,,,2.0,,,0.0,,,11.5,0.1500,-0.3429,0.0000,0.0000,0.0000,0.3566,0.1165,0.2692,0.7368,0,0
201808,15060,"Brookings, OR",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,385050.000000,-0.0100,0.1242,1188.00000,-0.0270,-0.0505,304.71518491140775,-0.0398,0.1394,14.0,0.2727,0.0000,0.3214,2.5357,0.7995,96.50,10.50,0.1221,-20.25,-0.1734,8.0,,,0.0,,,2.0,,,0.0,,,14.0,0.2727,0.0000,0.0000,0.0000,0.0000,0.7639,0.0469,0.3710,0.1384,0,0
201808,27060,"Ithaca, NY",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,239050.000000,-0.2735,0.7099,956.50000,-0.1996,-0.0862,260.04524619057250,0.0432,0.7871,4.0,0.3333,1.6667,0.7500,1.2502,-0.4375,17.50,-7.50,-0.3000,9.75,1.2581,4.0,,1.0000,0.0,,,0.0,,,0.0,,,4.0,0.3333,1.6667,0.0000,0.0000,0.0000,0.9223,1.1970,0.4148,-0.2362,0,0
201808,42140,"Santa Fe, NM",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,338800.000000,-0.0102,-0.0029,1287.00000,0.0078,-0.0327,273.47258265340200,0.0411,0.0562,85.0,0.0625,-0.1584,0.2941,-0.0948,0.4853,58.75,4.75,0.0880,-13.50,-0.1869,26.0,-0.2778,0.3000,2.0,,,26.0,0.6250,0.6250,18.0,0.1250,-0.5765,103.0,0.0729,-0.2822,0.2118,0.0118,-0.2090,-0.0113,0.3622,-0.0963,0.5887,1,0
201808,32180,"Marshall, MO",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,140500.000000,0.0000,0.1155,1239.00000,0.0000,0.0085,113.98462675535800,0.0000,0.1771,2.0,0.0000,-0.5000,0.0000,,-1.0000,124.00,31.50,0.3405,66.50,1.1565,0.0,,,0.0,,,0.0,,,0.0,,,2.0,0.0000,-0.5000,0.0000,0.0000,0.0000,-0.2632,-0.6028,-0.2632,-0.2000,0,0
201808,32500,"Maysville, KY",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,75550.000000,0.0000,,,,,,,,1.0,0.0000,,0.0000,,,114.50,31.50,0.3795,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,0.0000,,0.0000,0.0000,,0.0526,,0.0526,,0,1
201808,12220,"Auburn-Opelika, AL",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,200050.000000,0.0000,0.2245,1340.00000,0.0000,0.1632,149.25373134328300,0.0000,0.0220,14.0,-0.3636,2.1111,0.2142,0.5715,-0.6145,75.50,31.50,0.7159,56.75,3.0267,4.0,,-0.3333,0.0,,,0.0,,,0.0,,,14.0,-0.3636,2.1111,0.0000,0.0000,0.0000,0.2228,1.4055,0.6375,-0.1438,0,0
201808,24620,"Greeneville, TN",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,212350.000000,-0.0765,0.7268,1891.00000,-0.0721,0.3723,112.80667320902800,0.0000,0.2711,1.5,0.5000,-0.7500,0.0000,-1.0000,-1.0000,43.50,21.00,0.9333,-221.75,-0.8360,0.0,,,0.0,,,0.0,,-1.0000,1.5,0.5000,,3.0,0.5000,-0.5000,1.0000,0.0000,1.0000,0.4815,-0.6117,-0.0247,0.3860,1,0
201808,27500,"Janesville-Beloit, WI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,175150.000000,0.0435,0.3284,1332.00000,0.0000,0.0125,127.59828950260025,0.1143,0.4703,42.0,0.2000,0.3770,0.5000,0.3462,0.3865,35.00,-10.00,-0.2222,-18.50,-0.3458,16.0,0.0000,0.6000,0.0,,,8.0,1.0000,,0.0,,,42.0,0.2000,0.3770,0.0000,0.0000,0.0000,0.2785,0.7747,0.0682,0.4030,0,0
201808,25300,"Hannibal, MO",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,137550.000000,0.0261,0.5985,1406.00000,0.0524,0.4347,90.21569536982300,-0.1006,-0.0088,3.0,2.0000,-0.4000,0.6666,,-0.0478,27.00,-119.00,-0.8151,3.50,0.1489,2.0,,,0.0,,,0.0,,,0.0,,-1.0000,3.0,2.0000,-0.5714,0.0000,0.0000,-0.4000,2.1951,-0.2012,0.1463,0.4462,1,0
201808,22140,"Farmington, NM",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,118725.000000,0.0104,-0.0350,1272.00000,0.0000,0.0024,95.91194968553400,0.0086,-0.0352,6.5,-0.0714,-0.3500,0.1538,,-0.3846,120.00,-30.00,-0.2000,6.75,0.0596,0.0,,-1.0000,0.0,,,0.0,,-1.0000,0.0,,,6.5,-0.0714,-0.3500,0.0000,0.0000,0.0000,-0.0764,-0.2485,0.0000,0.1837,0,0
201808,21060,"Elizabethtown-Fort Knox, KY",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,136975.000000,0.0697,0.0600,1225.00000,0.0183,0.0033,111.56299840510300,0.0485,-0.0229,17.5,0.0294,-0.0789,0.3428,-0.0287,0.6285,54.50,8.50,0.1848,-35.00,-0.3911,0.0,-1.0000,-1.0000,0.0,,,4.0,,0.0000,2.0,1.0000,,19.5,0.0833,0.0263,0.1143,0.0555,0.1143,-0.1034,0.5130,-0.1957,0.3704,0,0
201808,16860,"Chattanooga, TN-GA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,279800.000000,0.0173,0.3541,1465.50000,0.0076,0.0236,183.52756760543575,0.1986,0.3704,70.5,0.0522,0.1190,0.2978,-0.2017,0.0143,56.50,18.50,0.4868,-5.00,-0.0813,26.0,-0.2778,0.1818,0.0,,,22.0,0.3750,0.8333,0.0,,,70.5,0.0522,0.1190,0.0000,0.0000,0.0000,-0.1596,-0.0041,-0.1667,-0.1667,0,0
201808,28420,"Kennewick-Richland, WA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,206000.000000,0.1138,0.1839,1284.50000,0.0359,0.0799,170.79740962824900,0.1620,0.2285,8.0,0.3333,1.6667,0.7500,-0.1000,1.2502,18.25,9.25,1.0278,-50.00,-0.7326,8.0,0.0000,1.0000,0.0,,,2.0,,,7.0,0.7500,,15.0,0.5000,4.0000,0.8750,0.2083,0.8750,0.0947,2.7528,-0.1448,0.5268,1,0
201808,43740,"Somerset, PA",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,139050.000000,-0.0032,-0.0541,1002.25000,0.0180,0.0185,136.27450980392100,0.0270,0.0742,28.5,-0.1094,0.0556,0.0175,-0.8880,-0.8650,150.00,18.00,0.1364,75.25,1.0067,0.0,-1.0000,-1.0000,0.0,,,2.0,,,0.0,,,28.5,-0.1094,0.0556,0.0000,0.0000,0.0000,0.0370,0.4251,0.1458,0.2791,0,1
201808,48580,"Whitewater-Elkhorn, WI",USA,Condo/Townhome/Row Home/Co-Op,bdrs_2,185000.000000,-0.0003,-0.0390,1149.00000,-0.0425,-0.0719,166.96390332210900,0.0732,0.0414,106.5,-0.1341,-0.2111,0.1925,0.1838,-0.0006,91.50,16.50,0.2200,-3.50,-0.0368,22.0,0.3750,0.1000,0.0,,,10.0,-0.1667,-0.3750,0.0,,,106.5,-0.1341,-0.2111,0.0000,0.0000,0.0000,0.0326,0.2098,0.1205,0.5122,0,0
